age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level,work_life_balance,productivity_ratio,cognitive_load,caffeine_per_sleep,exp_tier,age_group
32.0,14.0,11.03,5.94,4.0,0.0,1.0,4.0,13.71,0.62,49.12,Medium,0.265157628732513,0.2,17.03,0.6734005600335757,Senior,31-35
30.0,1.0,12.91,6.49,1.0,12.0,14.0,2.0,14.37,1.1,67.18,Medium,0.27822579625272004,0.9333333333333333,39.91,0.15408318118903216,Junior,26-30
21.0,8.0,10.36,6.27,6.0,11.0,8.0,8.0,13.23,1.55,63.44,Medium,0.33149638272588455,0.4,44.36,0.9569376464214281,Senior,20-25
32.0,6.0,13.38,4.05,7.0,12.0,11.0,7.0,15.12,1.41,100.0,High,0.19157894064635295,0.55,47.88,1.7283946349642876,Mid,31-35
21.0,3.0,5.29,5.98,6.0,6.0,1.0,1.0,7.15,0.7,27.17,Low,0.536977448796025,0.125,18.79,1.003344313822021,Mid,20-25
40.0,19.0,4.88,6.94,2.0,11.0,17.0,7.0,7.02,1.5,17.23,Low,0.7092436378786862,0.8947368421052632,37.38,0.2881843965152166,Principal,36-40
28.0,17.0,12.38,6.85,1.0,16.0,15.0,7.0,13.88,1.85,77.25,High,0.33130234838909556,0.625,54.88,0.14598538014811968,Principal,26-30
28.0,3.0,12.56,7.75,1.0,7.0,18.0,9.0,16.44,1.22,69.94,Medium,0.3093103341617126,1.0588235294117647,40.06,0.12903224141519465,Mid,26-30
27.0,12.0,12.31,7.35,0.0,2.0,14.0,2.0,16.48,1.41,27.91,Low,0.30427230620797824,2.8,19.310000000000002,0.0,Senior,26-30
36.0,0.0,11.99,5.38,3.0,6.0,24.0,9.0,14.57,1.73,77.9,High,0.26769577305362297,1.5,37.49,0.5576207141968933,Junior,36-40
20.0,2.0,7.62,5.28,4.0,18.0,29.0,4.0,11.38,1.69,61.65,Medium,0.3668420859556797,1.2608695652173914,49.62,0.7575756140955275,Junior,20-25
44.0,15.0,6.17,6.32,1.0,19.0,15.0,1.0,8.73,0.7,55.32,Medium,0.4711409079771203,0.7142857142857143,45.67,0.15822782306521785,Principal,41-44
30.0,3.0,13.29,7.66,0.0,7.0,14.0,9.0,14.95,1.98,69.62,Medium,0.3413597612832946,0.8235294117647058,40.79,0.0,Mid,26-30
27.0,15.0,7.07,4.47,6.0,13.0,26.0,5.0,9.66,0.06,89.21,High,0.2707710537494887,1.368421052631579,40.57,1.3422815789079243,Principal,26-30
29.0,18.0,7.98,8.74,2.0,13.0,14.0,1.0,11.21,1.97,13.67,Low,0.5581031496559067,0.9333333333333333,35.480000000000004,0.22883292576282316,Principal,26-30
44.0,0.0,11.0,6.72,5.0,1.0,11.0,3.0,12.16,0.49,49.87,Medium,0.31131259450291043,2.2,17.5,0.7440475083262637,Junior,41-44
26.0,4.0,8.99,5.53,6.0,5.0,21.0,2.0,10.55,0.88,36.3,Medium,0.3280450190355671,2.625,21.990000000000002,1.0849907622078188,Mid,26-30
22.0,18.0,12.19,7.47,7.0,15.0,11.0,0.0,16.16,1.77,70.43,High,0.325925914429421,0.6875,42.19,0.9370815345272377,Principal,20-25
22.0,10.0,4.7,4.22,5.0,8.0,9.0,7.0,9.14,0.49,64.26,Medium,0.34031789448570127,0.5625,31.2,1.1848338424564355,Senior,20-25
37.0,12.0,11.91,6.42,3.0,14.0,20.0,7.0,13.32,0.45,72.29,Medium,0.272294876246735,0.9090909090909091,50.41,0.4672896468396189,Senior,36-40
24.0,19.0,10.02,6.43,5.0,18.0,14.0,0.0,11.02,1.29,70.01,High,0.36692013465208484,0.7368421052631579,46.019999999999996,0.7776048557379696,Principal,20-25
31.0,4.0,9.73,4.81,1.0,14.0,22.0,5.0,11.02,1.41,53.795,High,0.2997590216983604,1.1,45.230000000000004,0.20790016467772046,Mid,31-35
31.0,3.0,8.58,8.19,2.0,11.0,26.0,0.0,13.28,0.01,26.99,Low,0.3751143469755559,2.1666666666666665,30.58,0.24420021438336825,Mid,31-35
38.0,3.0,6.77,7.98,1.0,8.0,3.0,8.0,10.83,0.9,53.795,Medium,0.5045454258781008,0.17647058823529413,34.769999999999996,0.12531326750460306,Mid,36-40
25.0,3.0,8.64,4.76,5.0,15.0,9.0,0.0,12.98,0.98,59.87,Medium,0.26549489983834873,0.5625,38.64,1.0504199473907674,Mid,20-25
21.0,3.0,8.5,5.82,4.0,5.0,25.0,2.0,11.57,1.02,33.09,Low,0.3408071579069677,3.125,21.5,0.6872851052774732,Mid,20-25
31.0,19.0,9.84,4.5,6.0,19.0,18.0,8.0,12.95,1.09,100.0,Medium,0.24528300810517734,0.6428571428571429,59.84,1.3333330370371028,Principal,31-35
38.0,17.0,6.82,8.24,7.0,14.0,22.0,0.0,9.01,0.31,51.15,Medium,0.5401136740294584,1.4666666666666666,34.82,0.8495144600103811,Principal,36-40
24.0,17.0,4.78,5.62,5.0,12.0,13.0,1.0,9.15,0.65,38.35,Medium,0.45010764895135336,0.9285714285714286,30.28,0.88967955699652,Principal,20-25
31.0,15.0,5.45,6.2,7.0,9.0,9.0,3.0,9.77,1.43,32.03,Low,0.5013140275089338,0.6923076923076923,27.95,1.1290320759625683,Principal,31-35
36.0,8.0,10.99,5.62,4.0,13.0,16.0,6.0,13.56,1.02,67.78,Medium,0.2704684207548505,0.8,45.99,0.711743645597216,Senior,36-40
36.0,17.0,4.22,5.55,5.0,2.0,21.0,7.0,6.54,1.18,19.86,Low,0.6254646258861872,2.1,18.72,0.9009007385764435,Principal,36-40
29.0,1.0,12.56,7.74,3.0,11.0,28.0,0.0,16.51,0.15,67.04,Medium,0.2714138193528098,2.3333333333333335,34.56,0.3875968491476939,Junior,26-30
44.0,3.0,10.94,7.74,2.0,0.0,26.0,0.0,12.04,1.36,30.37,Low,0.39599650147969967,26.0,10.94,0.2583978994317959,Mid,41-44
42.0,11.0,11.68,6.46,4.0,15.0,26.0,4.0,16.12,1.8,70.52,High,0.29712229147042113,1.3,47.68,0.619194950589017,Senior,41-44
36.0,6.0,12.36,7.29,0.0,9.0,10.0,7.0,15.14,1.01,89.94,High,0.30181817084297563,0.5882352941176471,40.86,0.0,Mid,36-40
34.0,14.0,5.23,6.56,3.0,8.0,17.0,0.0,8.0,0.99,14.58,Low,0.5706726703951118,1.8888888888888888,21.23,0.4573170034577739,Senior,31-35
31.0,6.0,12.22,4.14,1.0,17.0,1.0,2.0,15.9,1.98,75.89,Medium,0.21763868358326158,0.05,49.22,0.24154583537540208,Mid,31-35
35.0,16.0,9.05,4.33,5.0,0.0,10.0,5.0,12.63,1.27,42.62,Medium,0.258302571111505,1.6666666666666667,16.55,1.1547341444031998,Principal,31-35
43.0,15.0,12.86,5.92,2.0,9.0,7.0,0.0,14.92,1.61,53.4,Medium,0.2710583055774548,0.7,30.86,0.33783778077064514,Principal,41-44
38.0,18.0,12.87,7.75,2.0,6.0,18.0,2.0,17.64,1.29,53.795,Medium,0.296296286584848,2.0,27.869999999999997,0.2580644828303893,Principal,36-40
27.0,8.0,4.24,8.57,5.0,9.0,24.0,0.0,9.19,0.44,18.53,Low,0.6708860259950837,2.4,22.240000000000002,0.5834305036837218,Senior,26-30
40.0,13.0,7.83,4.15,0.0,11.0,15.0,3.0,10.93,0.57,48.75,Medium,0.25159913371006754,1.0,34.33,0.0,Senior,36-40
36.0,16.0,9.26,5.84,6.0,10.0,3.0,8.0,12.51,1.33,78.35,High,0.3293523045772942,0.15789473684210525,41.26,1.0273970843498144,Principal,36-40
42.0,10.0,10.78,5.12,6.0,8.0,13.0,4.0,14.0,0.91,52.9,Medium,0.24334139453828108,1.0,32.78,1.1718747711182087,Senior,41-44
24.0,1.0,6.86,8.08,4.0,4.0,21.0,2.0,9.8,0.81,13.69,Low,0.5336134133485346,3.0,17.86,0.4950494436819996,Junior,20-25
41.0,19.0,6.52,8.23,5.0,3.0,16.0,9.0,11.3,0.04,39.28,Medium,0.46408527137568617,1.2307692307692308,26.02,0.6075333405184277,Principal,41-44
35.0,15.0,7.81,5.03,7.0,19.0,10.0,6.0,9.79,1.77,77.53,High,0.38636361441115835,0.38461538461538464,54.81,1.3916498227336336,Principal,31-35
25.0,13.0,9.01,7.55,2.0,12.0,25.0,5.0,10.44,1.77,30.67,Low,0.4791773532556631,1.3888888888888888,40.51,0.26490062716547985,Senior,20-25
27.0,13.0,13.51,7.66,0.0,7.0,25.0,8.0,18.23,0.92,79.26,High,0.27032135254186035,1.5625,39.51,0.0,Senior,26-30
44.0,0.0,11.62,4.89,6.0,15.0,2.0,3.0,13.47,1.4,67.85,Medium,0.2506974790475297,0.10526315789473684,46.12,1.2269936141117355,Junior,41-44
37.0,2.0,8.29,6.17,0.0,0.0,3.0,3.0,12.29,0.36,17.65,Low,0.31729833249279243,0.75,12.79,0.0,Junior,36-40
32.0,6.0,4.54,7.1,6.0,16.0,20.0,8.0,6.36,1.01,56.97,Medium,0.7440366289874653,0.8,48.54,0.8450703035112249,Mid,31-35
32.0,14.0,5.69,4.13,1.0,14.0,12.0,1.0,10.53,0.88,60.95,Medium,0.30887790944032617,0.75,35.19,0.24213069197804069,Senior,31-35
34.0,18.0,8.56,6.02,0.0,14.0,16.0,9.0,12.72,1.31,66.64,Medium,0.34445487103125605,0.6666666666666666,50.06,0.0,Principal,31-35
28.0,10.0,12.14,4.77,4.0,17.0,29.0,1.0,16.81,0.94,84.4,High,0.19723660804018622,1.5263157894736843,47.64,0.8385742476783549,Senior,26-30
32.0,1.0,7.81,6.71,7.0,5.0,14.0,8.0,12.61,1.0,40.37,Medium,0.3775709903246332,1.0,29.81,1.0432189205336928,Junior,31-35
34.0,18.0,8.99,8.21,2.0,1.0,20.0,6.0,10.72,0.59,26.76,Low,0.4464738484792568,2.5,19.990000000000002,0.24360532964612305,Principal,31-35
29.0,8.0,12.92,6.62,3.0,4.0,19.0,4.0,15.65,0.1,56.66,Medium,0.23521175235520642,2.111111111111111,26.92,0.45317213698306086,Senior,26-30
35.0,18.0,13.14,4.18,6.0,18.0,9.0,4.0,16.73,1.83,94.49,High,0.20120521589537274,0.391304347826087,55.14,1.4354063551659437,Principal,31-35
26.0,4.0,6.16,4.15,0.0,6.0,25.0,8.0,10.37,0.02,60.27,Medium,0.25226858727957724,1.6666666666666667,30.16,0.0,Mid,26-30
36.0,17.0,4.44,7.03,0.0,8.0,22.0,9.0,6.41,0.56,28.79,Low,0.6995391060332621,1.2222222222222223,33.94,0.0,Principal,36-40
42.0,15.0,7.05,5.64,7.0,1.0,23.0,4.0,11.71,0.9,42.27,Medium,0.34861405391183076,3.8333333333333335,15.05,1.2411345317137354,Principal,41-44
40.0,3.0,10.96,6.86,3.0,6.0,11.0,8.0,12.84,0.64,58.45,Medium,0.31512603717957827,0.7333333333333333,34.96,0.4373177205076209,Mid,36-40
41.0,11.0,13.51,4.82,1.0,13.0,7.0,7.0,17.97,1.1,88.97,High,0.18805590253952026,0.3333333333333333,50.01,0.20746883662472268,Senior,41-44
26.0,6.0,4.77,7.88,0.0,14.0,2.0,5.0,7.82,0.92,6.74,Low,0.69896737895414,0.1,40.269999999999996,0.0,Mid,26-30
33.0,13.0,4.28,8.3,3.0,11.0,28.0,4.0,7.34,0.51,24.94,Low,0.758175494132918,1.75,32.28,0.36144573958485066,Senior,31-35
34.0,11.0,12.84,8.45,3.0,19.0,14.0,4.0,15.34,0.18,85.36,High,0.30624555336247145,0.5833333333333334,56.84,0.355029543783486,Senior,31-35
40.0,2.0,11.48,5.52,7.0,3.0,9.0,4.0,12.89,0.28,63.98,Medium,0.23799752819049944,1.125,23.48,1.2681157122978783,Junior,36-40
26.0,4.0,13.92,7.3,4.0,12.0,23.0,0.0,16.31,0.97,83.2,High,0.2735692929682669,1.7692307692307692,37.92,0.5479451304184753,Mid,26-30
28.0,16.0,7.97,6.46,1.0,8.0,6.0,4.0,10.68,1.69,39.15,Medium,0.4369972956033622,0.46153846153846156,29.97,0.15479873764725424,Principal,26-30
38.0,9.0,8.16,7.81,4.0,11.0,29.0,2.0,11.08,0.2,17.34,Low,0.4163201446819051,2.0714285714285716,33.16,0.5121638268676278,Senior,36-40
35.0,9.0,5.72,4.6,3.0,9.0,24.0,5.0,9.68,1.35,30.25,Low,0.38636361127509017,1.6,31.22,0.6521737712665715,Senior,31-35
27.0,10.0,5.16,7.81,7.0,8.0,28.0,8.0,7.57,1.58,40.23,Medium,0.7376275932735591,1.6470588235294117,33.16,0.8962866970183487,Senior,26-30
37.0,16.0,9.79,6.2,7.0,6.0,9.0,5.0,12.42,0.55,52.6,Medium,0.3039171407511418,0.75,29.29,1.1290320759625683,Principal,36-40
42.0,4.0,7.64,8.28,2.0,11.0,6.0,0.0,12.26,1.02,16.25,Low,0.46733665993283113,0.5,29.64,0.24154586454760094,Mid,41-44
37.0,12.0,4.8,7.69,4.0,15.0,17.0,7.0,8.81,1.37,35.18,Medium,0.665686945945118,0.7391304347826086,45.3,0.5201559791734747,Senior,36-40
39.0,9.0,12.87,5.88,7.0,14.0,19.0,8.0,13.96,1.42,100.0,High,0.2720834784911115,0.8260869565217391,52.87,1.1904759880142877,Senior,36-40
26.0,8.0,5.98,8.52,7.0,6.0,27.0,9.0,10.23,1.78,49.82,Medium,0.6354102013935716,1.6875,31.48,0.8215961476999828,Senior,26-30
32.0,16.0,11.49,5.42,2.0,7.0,13.0,3.0,16.45,0.8,70.02,High,0.22261989181746988,1.1818181818181819,29.990000000000002,0.3690036219550513,Principal,31-35
37.0,0.0,6.82,8.83,2.0,6.0,11.0,9.0,11.58,0.49,33.05,Low,0.5065217116020809,0.6875,32.32,0.2265005406001653,Junior,36-40
29.0,3.0,12.13,7.84,5.0,10.0,7.0,4.0,16.47,1.09,72.84,High,0.3122377513203583,0.4666666666666667,38.13,0.6377550206945126,Mid,26-30
26.0,3.0,5.18,8.95,4.0,3.0,24.0,2.0,8.7,0.13,0.0,Low,0.6541786272205601,4.0,14.18,0.4469273243656622,Mid,26-30
36.0,17.0,11.56,4.27,0.0,17.0,6.0,7.0,13.67,1.02,88.21,High,0.20967101824530243,0.24,56.06,0.0,Principal,36-40
33.0,8.0,4.98,5.37,1.0,18.0,4.0,2.0,8.6,1.77,33.06,Low,0.5257731571595614,0.19047619047619047,43.980000000000004,0.18621970461458015,Senior,31-35
43.0,17.0,8.47,7.71,4.0,6.0,0.0,3.0,12.25,1.06,32.7,Low,0.42326252783482005,0.0,24.97,0.5188066771975776,Principal,41-44
22.0,13.0,11.34,8.61,5.0,12.0,14.0,9.0,13.47,0.87,80.06,High,0.382103974925273,0.6363636363636364,48.84,0.5807200254680576,Senior,20-25
31.0,14.0,5.73,4.14,7.0,8.0,8.0,6.0,7.75,0.53,55.73,Medium,0.3464391434392327,0.5333333333333333,30.73,1.6908208476278146,Senior,31-35
32.0,5.0,6.86,4.0,1.0,17.0,11.0,1.0,9.45,0.5,43.52,Medium,0.2759043362413037,0.5789473684210527,42.36,0.24999993750001562,Mid,31-35
21.0,9.0,12.65,5.28,7.0,6.0,21.0,0.0,12.02,0.47,58.34,Medium,0.23307660182097273,3.0,24.65,1.3257573246671732,Senior,20-25
22.0,14.0,12.85,8.26,0.0,19.0,17.0,3.0,15.02,1.66,75.09,High,0.3559382721227746,0.7391304347826086,55.35,0.0,Senior,20-25
24.0,10.0,4.45,7.84,1.0,15.0,10.0,7.0,7.67,1.97,37.59,Medium,0.8094058738113966,0.43478260869565216,44.95,0.12755100413890252,Senior,20-25
30.0,17.0,5.68,5.7,1.0,4.0,9.0,0.0,10.28,1.07,26.18,Low,0.42418543708111306,1.8,13.68,0.17543856571253233,Principal,26-30
27.0,17.0,5.17,4.01,1.0,6.0,9.0,9.0,7.35,0.16,53.13,Medium,0.3330670660489564,0.5625,30.67,0.2493764964148388,Principal,26-30
42.0,16.0,5.8,6.77,3.0,5.0,17.0,2.0,10.66,1.5,31.3,Low,0.5024301031330435,2.125,18.8,0.4431313968786711,Principal,41-44
42.0,11.0,13.7,5.19,3.0,1.0,25.0,3.0,16.59,1.75,41.51,Medium,0.229118513399851,5.0,20.2,0.5780345707062483,Senior,41-44
31.0,6.0,9.52,7.73,1.0,6.0,0.0,3.0,10.92,1.86,36.29,Medium,0.46917805923786404,0.0,26.02,0.12936608934461974,Mid,31-35
26.0,15.0,8.68,6.23,0.0,8.0,27.0,2.0,9.9,1.26,41.76,Medium,0.40312161447138783,2.4545454545454546,27.68,0.0,Principal,26-30
34.0,10.0,13.84,7.39,7.0,12.0,19.0,2.0,16.19,1.01,83.44,High,0.2797202704055854,1.2666666666666666,40.84,0.947225852878775,Senior,31-35
43.0,13.0,9.57,8.26,6.0,16.0,25.0,6.0,11.61,1.24,58.6,Medium,0.4485363338745829,1.0869565217391304,50.57,0.7263921638750408,Senior,41-44
36.0,2.0,10.61,6.68,0.0,16.0,10.0,7.0,14.98,0.03,82.35,High,0.26221179123830435,0.4166666666666667,53.11,0.0,Junior,36-40
23.0,18.0,8.99,5.68,0.0,14.0,28.0,9.0,11.28,1.31,58.77,Medium,0.34484458091541287,1.1666666666666667,50.49,0.0,Principal,20-25
41.0,17.0,7.82,7.85,0.0,17.0,1.0,3.0,12.36,1.42,49.38,Medium,0.4593656858589848,0.047619047619047616,46.32,0.0,Principal,41-44
44.0,9.0,9.94,5.33,7.0,14.0,25.0,7.0,13.3,1.44,83.31,High,0.29130807696608957,1.1363636363636365,48.44,1.3133205791143379,Senior,41-44
32.0,10.0,4.7,8.46,5.0,10.0,10.0,7.0,7.44,1.13,29.32,Low,0.7899505115362017,0.5555555555555556,35.2,0.5910164786032531,Senior,31-35
37.0,12.0,6.56,4.36,5.0,11.0,24.0,5.0,8.64,1.4,78.18,High,0.3789473434903064,1.411764705882353,36.06,1.1467887278007505,Senior,36-40
20.0,9.0,5.97,8.18,2.0,16.0,1.0,0.0,9.3,1.28,19.3,Low,0.6195153490821644,0.058823529411764705,37.97,0.24449874761629006,Senior,20-25
35.0,17.0,4.16,4.46,1.0,11.0,26.0,6.0,7.63,0.23,46.6,Medium,0.3977947075661826,1.4444444444444444,35.16,0.22421519636430573,Principal,31-35
32.0,19.0,9.37,4.28,6.0,6.0,8.0,6.0,11.94,1.8,68.25,Medium,0.28531204667705085,0.6153846153846154,30.369999999999997,1.401868831339058,Principal,31-35
29.0,15.0,9.61,5.82,6.0,6.0,0.0,4.0,14.36,1.25,51.59,Medium,0.2949520110574881,0.0,27.61,1.0309276579162099,Principal,26-30
31.0,5.0,7.84,8.78,1.0,9.0,29.0,5.0,11.4,1.46,43.17,Medium,0.5322245045621358,1.9333333333333333,33.34,0.11389520342879234,Mid,31-35
21.0,12.0,6.69,8.92,2.0,15.0,22.0,8.0,11.04,0.69,60.95,Medium,0.5420191459662071,0.9166666666666666,48.69,0.22421522150053572,Senior,20-25
42.0,3.0,10.52,5.01,0.0,10.0,5.0,2.0,14.0,1.84,32.49,Low,0.27936377327227674,0.38461538461538464,33.519999999999996,0.0,Mid,41-44
22.0,13.0,5.35,4.74,4.0,15.0,21.0,3.0,7.62,1.01,55.93,Medium,0.4433307291186794,1.105263157894737,39.85,0.843881678505975,Senior,20-25
29.0,0.0,9.19,5.76,4.0,1.0,1.0,8.0,13.14,1.36,67.84,Medium,0.31885354595371496,0.1,23.189999999999998,0.6944443238811938,Junior,26-30
21.0,10.0,11.68,5.69,7.0,1.0,14.0,9.0,13.6,1.9,61.52,Medium,0.3002373298956752,1.2727272727272727,27.18,1.2302282547929253,Senior,20-25
42.0,10.0,5.64,7.8,2.0,17.0,0.0,1.0,9.03,1.83,15.08,Low,0.6564416730441941,0.0,41.14,0.2564102235371508,Senior,41-44
32.0,7.0,8.99,6.22,6.0,4.0,25.0,8.0,14.14,1.29,67.3,Medium,0.32468654022107474,1.9230769230769231,28.990000000000002,0.9646300699951657,Mid,31-35
32.0,11.0,11.61,7.9,4.0,13.0,23.0,4.0,13.21,0.33,70.48,High,0.3315874161326585,1.2777777777777777,43.61,0.5063290498317659,Senior,31-35
37.0,1.0,4.6,7.74,3.0,7.0,23.0,2.0,7.25,1.9,8.85,Low,0.8135020410546802,2.3,21.6,0.3875968491476939,Junior,36-40
32.0,11.0,4.19,6.89,1.0,5.0,17.0,7.0,6.43,1.97,27.01,Low,0.8342748743620645,1.3076923076923077,24.69,0.14513785992193615,Senior,31-35
26.0,4.0,13.74,8.17,4.0,8.0,3.0,8.0,15.19,0.21,76.03,High,0.28966469790305227,0.17647058823529413,41.74,0.48959602330526036,Mid,26-30
33.0,4.0,5.93,4.98,7.0,5.0,28.0,0.0,10.23,0.9,34.54,Low,0.36386136362244037,4.666666666666667,15.93,1.4056222077063838,Mid,31-35
39.0,12.0,12.22,4.81,5.0,16.0,12.0,4.0,15.21,1.1,98.07,High,0.2154575203989238,0.5714285714285714,50.22,1.0395008233886023,Senior,36-40
36.0,8.0,9.62,7.75,7.0,7.0,3.0,8.0,12.01,0.18,69.22,Medium,0.3666204176319733,0.1875,35.62,0.9032256899063625,Senior,36-40
40.0,9.0,6.64,5.22,5.0,2.0,14.0,1.0,9.66,0.38,21.18,Low,0.343558261131395,3.5,12.14,0.9578542226332907,Senior,36-40
31.0,0.0,5.3,4.01,6.0,11.0,1.0,0.0,9.32,1.08,27.49,Low,0.34815319096079406,0.08333333333333333,27.3,1.4962589784890328,Junior,31-35
44.0,2.0,8.97,8.56,6.0,12.0,26.0,7.0,10.04,1.93,42.6,Medium,0.5518148052701313,1.3,43.47,0.7009344975543812,Junior,41-44
35.0,17.0,8.07,7.11,3.0,17.0,8.0,5.0,11.26,0.06,51.91,Medium,0.3709260025387479,0.34782608695652173,49.57,0.4219408689253349,Principal,31-35
43.0,11.0,10.99,6.22,7.0,10.0,11.0,1.0,13.91,1.82,41.87,Medium,0.32289155329752794,0.9166666666666666,32.49,1.1254017483276932,Senior,41-44
31.0,2.0,13.04,7.63,1.0,1.0,13.0,2.0,17.61,1.8,50.93,Medium,0.30766720040237516,3.25,18.04,0.13106158177436675,Junior,31-35
34.0,8.0,12.05,5.67,7.0,13.0,19.0,4.0,15.27,1.71,79.21,High,0.27013176170820785,1.0555555555555556,44.05,1.234567683497763,Senior,31-35
44.0,1.0,6.74,8.77,3.0,0.0,3.0,0.0,8.29,0.76,21.25,Low,0.634065160740841,3.0,6.74,0.3420752175512865,Junior,41-44
32.0,2.0,12.79,4.34,1.0,14.0,14.0,1.0,15.34,0.98,78.37,High,0.18912192715528167,0.875,42.29,0.2304146934528356,Junior,31-35
44.0,13.0,12.33,7.2,1.0,17.0,3.0,0.0,15.81,0.81,49.44,Medium,0.28464817751783306,0.16666666666666666,46.33,0.13888886959876812,Senior,41-44
26.0,3.0,13.29,7.89,6.0,17.0,4.0,6.0,14.47,1.9,87.41,High,0.3526656933477776,0.16666666666666666,56.29,0.7604561773819801,Mid,26-30
39.0,18.0,8.59,6.35,4.0,16.0,9.0,6.0,13.13,1.04,76.61,High,0.34023939501660244,0.391304347826087,49.59,0.6299211606423369,Principal,36-40
24.0,12.0,11.69,7.77,7.0,0.0,11.0,9.0,12.96,0.16,70.68,High,0.3217038409045095,1.1,25.189999999999998,0.9009007849548539,Senior,20-25
20.0,6.0,8.99,8.63,5.0,13.0,11.0,4.0,11.04,0.55,55.96,Medium,0.4583125083218918,0.6111111111111112,40.99,0.5793742086472528,Mid,20-25
36.0,11.0,7.11,7.72,2.0,19.0,7.0,9.0,8.12,0.92,77.96,High,0.567301341608579,0.2413793103448276,58.61,0.25906732395500986,Senior,36-40
22.0,2.0,13.94,5.55,4.0,15.0,3.0,5.0,17.67,1.91,80.42,Medium,0.23600125795630314,0.14285714285714285,51.44,0.7207205908611548,Junior,20-25
32.0,8.0,4.38,6.81,7.0,3.0,2.0,2.0,7.2,1.14,16.67,Low,0.6865284381236236,0.3333333333333333,13.379999999999999,1.0278999959030843,Senior,31-35
33.0,1.0,5.62,8.56,6.0,5.0,26.0,1.0,7.03,1.39,19.8,Low,0.7865612026433833,3.7142857142857144,17.12,0.7009344975543812,Junior,31-35
43.0,8.0,12.93,6.25,0.0,15.0,0.0,9.0,17.35,0.18,91.99,High,0.21235138004123577,0.0,56.43,0.0,Senior,41-44
37.0,11.0,4.61,7.41,3.0,19.0,17.0,8.0,6.42,1.75,57.59,Medium,0.8304623000487489,0.6071428571428571,54.61,0.40485824495840145,Senior,36-40
23.0,11.0,12.87,6.33,6.0,5.0,19.0,1.0,12.02,1.08,57.33,Medium,0.29770991170309713,2.7142857142857144,24.369999999999997,0.9478671488361534,Senior,20-25
37.0,14.0,11.15,4.61,7.0,14.0,24.0,0.0,12.86,1.84,72.07,High,0.2686380562832963,1.6,39.15,1.5184378484950436,Senior,36-40
24.0,1.0,4.37,4.29,0.0,0.0,13.0,8.0,9.08,0.89,28.38,Low,0.3851300828899567,1.4444444444444444,16.37,0.0,Junior,20-25
44.0,17.0,8.29,8.76,1.0,6.0,16.0,7.0,12.32,1.37,31.57,Low,0.4915089523770522,1.1428571428571428,30.79,0.11415523811013265,Principal,41-44
35.0,12.0,11.54,7.06,6.0,10.0,5.0,7.0,15.44,0.94,91.62,High,0.29651592674144084,0.2777777777777778,42.04,0.8498582365639892,Senior,31-35
20.0,13.0,9.83,4.52,4.0,0.0,5.0,6.0,11.01,0.29,58.16,Medium,0.23080613095939867,0.7142857142857143,18.83,0.884955556425762,Senior,20-25
40.0,4.0,13.36,8.29,7.0,7.0,9.0,8.0,16.45,0.54,88.44,High,0.2962093157930454,0.5625,39.36,0.8443907304715647,Mid,36-40
33.0,9.0,12.68,6.61,0.0,13.0,18.0,2.0,15.98,0.13,79.64,High,0.23517096178747515,1.125,41.68,0.0,Senior,31-35
34.0,11.0,7.33,7.86,0.0,4.0,9.0,7.0,9.86,0.88,35.69,Medium,0.5084351071300113,0.75,25.83,0.0,Senior,31-35
28.0,9.0,4.85,4.63,5.0,12.0,24.0,0.0,7.14,1.3,23.7,Low,0.49457877443046094,1.8461538461538463,28.85,1.0799133736688178,Senior,26-30
34.0,10.0,13.44,8.53,6.0,14.0,29.0,0.0,17.85,0.49,53.795,High,0.2882710038903482,1.9333333333333333,41.44,0.7033996830715495,Senior,31-35
36.0,1.0,9.17,6.95,0.0,8.0,25.0,5.0,10.26,0.98,46.68,Medium,0.4081317340127774,1.7857142857142858,32.67,0.0,Junior,36-40
44.0,4.0,4.74,7.69,5.0,7.0,2.0,7.0,8.24,0.92,26.31,Low,0.6633281461226391,0.13333333333333333,29.240000000000002,0.6501949739668433,Mid,41-44
43.0,6.0,12.17,4.16,5.0,18.0,0.0,7.0,14.75,1.07,100.0,High,0.194279338994081,0.0,58.67,1.2019227879993297,Mid,41-44
23.0,5.0,12.69,5.58,1.0,16.0,17.0,9.0,16.35,0.37,89.98,High,0.20488980010710056,0.6538461538461539,58.19,0.1792114374173051,Mid,20-25
31.0,2.0,10.39,5.34,7.0,18.0,14.0,0.0,12.18,1.07,69.72,Medium,0.28400530420889214,0.7368421052631579,46.39,1.3108611777413526,Junior,31-35
24.0,12.0,8.48,8.75,5.0,17.0,19.0,0.0,10.43,0.73,43.55,Medium,0.5013220253134836,1.0555555555555556,42.480000000000004,0.5714285061224564,Senior,20-25
24.0,2.0,10.62,4.93,1.0,17.0,14.0,8.0,13.97,0.57,77.77,High,0.2236681486918199,0.5384615384615384,56.62,0.2028397154483336,Junior,20-25
30.0,5.0,11.07,7.54,5.0,3.0,17.0,8.0,12.02,1.17,59.16,Medium,0.3772195592369182,1.4166666666666667,29.07,0.6631298855265404,Mid,26-30
25.0,10.0,12.93,4.21,5.0,1.0,9.0,6.0,17.83,0.3,69.67,Medium,0.14661898092916187,1.125,23.93,1.187648173955303,Senior,20-25
